# row 1-3: Va, row 4-6: Vb
# Rank  1 singular_val=  0.308E+02
    0.2497675520E+00    0.2072505370E+00    0.8743667781E-01
    0.4504392876E+00   -0.1767839297E+00   -0.3279503337E+00
    0.2443399399E+00    0.3702488810E+00    0.2293948543E+00
   -0.8333391597E-01   -0.1459815979E+00   -0.6944357339E-01
   -0.1978113245E+00   -0.2613474896E+00   -0.9261291161E-01
   -0.2788747802E+00    0.1059031268E+00    0.2404937973E+00
# Rank  2 singular_val=  0.201E+02
   -0.1300278067E+00    0.1944423074E+00    0.3788885921E-01
   -0.1129767833E-01    0.3499615986E-01   -0.1016520479E+00
    0.2045426818E-01    0.3682136853E-01   -0.2190173496E+00
    0.1147894288E+00   -0.5380154367E+00   -0.2647963875E+00
    0.1425383586E+00   -0.4370034597E-02    0.4928025389E+00
    0.2068510551E+00   -0.3234795010E+00    0.3147217436E+00
# Rank  3 singular_val=  0.185E+02
   -0.1669215368E+00   -0.5751274621E+00   -0.1728625852E+00
    0.7575719988E-01   -0.2452173100E+00    0.5727783262E+00
    0.7126814144E-01    0.1003261084E+00    0.1904861154E+00
   -0.1270353029E-01   -0.2127230389E+00   -0.1077765177E+00
   -0.9606921477E-01   -0.1745964797E+00    0.5777083392E-01
   -0.1321765712E+00   -0.5710578783E-02    0.2202879944E+00
# Rank  4 singular_val=  0.994E+01
    0.1844064267E+00   -0.3411763199E-01    0.7138887380E-02
   -0.2332612844E+00    0.1633111582E+00   -0.5644054133E-01
   -0.1682856662E+00   -0.2741247307E+00    0.9475747945E-01
   -0.5873767000E+00   -0.1581573370E+00   -0.9472369091E-01
   -0.3266172752E-01    0.1099409272E+00   -0.3608921930E+00
   -0.5945635044E-01   -0.1836136301E+00    0.4565361780E+00
# Rank  5 singular_val=  0.762E+01
   -0.5931123546E+00    0.2302240280E+00   -0.1660963878E-02
    0.1392947959E-01   -0.3794434248E-01    0.1077479167E+00
    0.8642665418E-01    0.1826058556E+00   -0.5830526747E+00
   -0.2097739021E+00    0.6078178940E-01    0.2467145792E-01
   -0.1294766477E+00   -0.7907575315E-01   -0.2707562838E+00
   -0.1842672462E+00    0.9250103983E-01    0.1185679967E+00
# Rank  6 singular_val=  0.674E+01
    0.5667190635E-01    0.4810133576E-01    0.2161269771E-01
   -0.3135255367E+00    0.2307152502E+00   -0.5344825479E-01
   -0.2130525271E+00   -0.3213863821E+00   -0.6953413830E-01
    0.3014794314E+00   -0.1232007498E+00   -0.5917153401E-01
   -0.2827102064E+00   -0.4993759707E+00    0.1131553972E+00
   -0.3940345352E+00    0.2757508390E+00    0.5595098659E-01
# Rank  7 singular_val=  0.175E+01
    0.1996304356E+00   -0.1233570037E+00   -0.3048133348E+00
   -0.3602683299E+00   -0.4993035544E+00   -0.2633514252E+00
    0.4113117131E+00   -0.1594649667E+00   -0.2566635088E+00
   -0.5664483431E-01    0.7772155449E-02    0.9793589720E-01
   -0.1753315667E+00    0.9593176511E-01    0.1267777063E+00
    0.1269040026E+00    0.2171683473E+00    0.1046034454E+00
# Rank  8 singular_val=  0.114E+01
   -0.1373557187E+00   -0.9915638217E-01    0.2617984791E+00
    0.1156961115E+00    0.2926890326E+00    0.1313532871E-01
    0.8688948755E-01   -0.2935982510E-01    0.8995057430E-01
    0.1374339377E+00   -0.1427420582E+00    0.4612602475E+00
   -0.2401433063E+00    0.4095044099E+00    0.1145374600E+00
    0.1117179312E+00    0.3888299208E+00    0.3644990931E+00
# Rank  9 singular_val=  0.789E+00
    0.1695404633E+00    0.2980830036E+00   -0.4773639833E+00
    0.4268504639E-01   -0.2327765278E+00    0.1484612331E+00
   -0.4687318412E+00    0.1280818389E+00   -0.4116785650E-01
    0.1730987153E+00   -0.2298513455E+00    0.3485115271E+00
    0.1678020861E+00    0.2083766222E+00   -0.8877945664E-01
   -0.2047314595E+00    0.5522747204E-01    0.9994471704E-01
# Rank 10 singular_val=  0.703E+00
    0.4469926127E+00   -0.1532814305E+00    0.3411502496E+00
   -0.7935296101E-01    0.9862199425E-01    0.2184370675E+00
    0.3547099922E-01    0.2507906003E+00   -0.3974073385E+00
   -0.2902578668E+00   -0.2046785237E+00    0.2029241565E+00
    0.3066155894E+00   -0.1228193186E+00    0.1376923169E+00
   -0.1008565988E+00    0.1938973451E+00   -0.1770536890E+00
# Rank 11 singular_val=  0.625E+00
    0.3244332472E+00   -0.2158568952E+00   -0.2932617952E-01
   -0.1198742918E+00    0.2332243137E+00    0.1817574565E-01
    0.6256302638E-01    0.3438596485E+00   -0.3103681659E+00
    0.4664792654E+00    0.1704480982E+00   -0.1598858712E+00
   -0.1876694351E+00    0.1650720655E+00   -0.2923655133E+00
   -0.1913989111E-01   -0.2982626357E+00    0.2241003975E+00
# Rank 12 singular_val=  0.463E+00
   -0.9500753657E-01   -0.4789293720E-01    0.2451651384E+00
   -0.4495520597E-02   -0.1500739654E+00   -0.5792744080E-01
    0.3344881959E+00   -0.3177086093E+00    0.2428192205E-01
    0.2828126543E+00   -0.3245515049E+00   -0.3904017470E-01
    0.3406439475E+00    0.2596222042E+00   -0.3274101371E+00
   -0.4303139469E+00   -0.8306833300E-01   -0.1404084482E+00
# Rank 13 singular_val=  0.400E+00
   -0.2588740472E+00   -0.2307878866E+00   -0.3624632539E+00
   -0.3161559165E+00    0.3674181176E+00   -0.3732157457E+00
    0.1316562360E+00    0.3970591406E+00    0.2150472572E+00
   -0.6269490601E-01   -0.1523560694E+00    0.1088718167E+00
    0.2916024247E+00   -0.7591651070E-01   -0.3267718013E-01
   -0.9316821090E-01    0.8320250363E-01   -0.8002583395E-01
# Rank 14 singular_val=  0.321E+00
   -0.2070794290E-01    0.8240714590E-01    0.4990077525E-01
   -0.2043198023E+00    0.6423379072E-02    0.5302471609E-01
    0.4122688641E-01    0.1551578228E+00    0.1083091657E+00
   -0.2051579032E+00    0.2612080965E-01    0.8512698780E-01
   -0.4176561714E+00    0.3394323090E+00    0.3782307097E+00
   -0.4835903776E+00   -0.3549606806E+00   -0.2561276418E+00
# Rank 15 singular_val=  0.288E+00
   -0.2459039712E-01    0.1629287658E+00    0.2040896913E+00
   -0.3438561523E+00   -0.1646263461E+00    0.1001809935E+00
   -0.1721665332E+00    0.3063150582E+00    0.1803768225E+00
    0.2570691626E-01   -0.1891517596E+00   -0.5056707548E+00
   -0.1126766740E+00    0.2661806600E+00   -0.1404677519E+00
    0.1442166080E+00    0.4319165979E+00   -0.1305522546E+00
# Rank 16 singular_val=  0.257E+00
   -0.8451936826E-01    0.2115571905E+00    0.3636141954E+00
   -0.4559016130E+00   -0.2715222504E+00    0.1148317615E+00
    0.5738678359E-01    0.1829521248E+00    0.2629560560E+00
    0.1381971346E+00    0.1460991498E+00    0.3773625038E+00
    0.1251327138E+00   -0.2834364384E+00   -0.7118984194E-01
    0.1083911102E+00   -0.2477615334E+00    0.2411939224E+00
# Rank 17 singular_val=  0.167E+00
    0.1544103586E+00    0.4189766704E+00   -0.2784115295E+00
   -0.5376574235E-01    0.3200642444E+00    0.4362713250E+00
    0.5006254634E+00   -0.7374753984E-01    0.1195777886E+00
   -0.7113274570E-02   -0.2074088359E+00    0.4513271474E-01
   -0.1398428667E+00   -0.9190902216E-01   -0.1493163375E+00
    0.1908690858E+00   -0.1528233862E-01   -0.1581324024E+00
# Rank 18 singular_val=  0.159E+00
   -0.5711782276E-01   -0.1969866559E+00    0.9268735810E-01
    0.4440138093E-01   -0.1093107196E+00   -0.1943290276E+00
   -0.1937387403E+00    0.2183965173E-01   -0.6993321333E-01
    0.9241773188E-02   -0.4759283141E+00    0.2627576180E+00
   -0.4054016544E+00   -0.1510305964E+00   -0.2982390981E+00
    0.3024750361E+00   -0.2232822880E+00   -0.3763884803E+00
