# ndata=  8  nbond_tot= 178  nfrm=  62510
# input file: input_hamming_WThigh.dat
# col0: time(ns), col1: Hammng dist from t=0
# col2: Hamming dist from contacts with occ higher than 0.8 during first 2500 frames
# Number of high-occ bonds for col2: 16
    0.000      0      2
    0.020      9      1
    0.040     11      1
    0.060     11      1
    0.080     10      2
    0.100      8      1
    0.120      7      1
    0.140     12      0
    0.160     11      1
    0.180      6      2
    0.200      6      1
    0.220     11      1
    0.240      9      2
    0.260      8      1
    0.280     10      1
    0.300      6      1
    0.320      6      0
    0.340      8      2
    0.360      9      1
    0.380     10      2
    0.400      7      0
    0.420     11      0
    0.440     13      1
    0.460     11      3
    0.480     11      1
    0.500     10      1
    0.520      8      1
    0.540      8      0
    0.560      7      0
    0.580      8      2
    0.600      8      0
    0.620      8      2
    0.640      9      1
    0.660     12      1
    0.680      6      2
    0.700     10      1
    0.720     10      2
    0.740     11      2
    0.760     12      1
    0.780     12      2
    0.800      9      1
    0.820     13      2
    0.840     10      2
    0.860     13      1
    0.880     13      1
    0.900     11      2
    0.920     15      2
    0.940     10      0
    0.960      8      0
    0.980     11      1
    1.000     11      0
    1.020      7      2
    1.040     12      1
    1.060     15      4
    1.080     12      3
    1.100     10      2
    1.120     15      0
    1.140     10      2
    1.160     13      1
    1.180     10      1
    1.200     13      0
    1.220     10      0
    1.240     10      1
    1.260      8      1
    1.280     10      2
    1.300     13      2
    1.320     11      3
    1.340     16      2
    1.360     15      1
    1.380     12      1
    1.400     15      1
    1.420     11      1
    1.440     10      1
    1.460     12      2
    1.480     10      2
    1.500     13      1
    1.520     12      1
    1.540     14      3
    1.560     12      3
    1.580      7      2
    1.600     11      0
    1.620     17      1
    1.640     13      0
    1.660     16      0
    1.680     13      0
    1.700     11      3
    1.720     17      0
    1.740     16      1
    1.760     15      1
    1.780     12      1
    1.800      9      1
    1.820     10      2
    1.840     14      4
    1.860     14      1
    1.880     14      2
    1.900     15      0
    1.920     15      0
    1.940     10      1
    1.960     13      0
    1.980     11      0
    2.000     13      1
    2.020     11      2
    2.040     12      2
    2.060     13      1
    2.080     15      2
    2.100     11      1
    2.120     13      1
    2.140     15      2
    2.160      9      1
    2.180     15      2
    2.200     12      2
    2.220     16      0
    2.240     13      2
    2.260     12      0
    2.280      8      1
    2.300     12      1
    2.320     13      2
    2.340     13      1
    2.360     14      0
    2.380     14      0
    2.400     10      1
    2.420     10      4
    2.440     11      0
    2.460     10      2
    2.480     11      0
    2.500     12      3
    2.520     13      2
    2.540     13      2
    2.560     13      1
    2.580     14      3
    2.600     11      2
    2.620     12      0
    2.640     11      0
    2.660     11      1
    2.680     11      0
    2.700     10      2
    2.720     13      2
    2.740     12      1
    2.760     13      2
    2.780     12      2
    2.800     17      1
    2.820      9      0
    2.840     10      1
    2.860      8      0
    2.880     10      1
    2.900     14      4
    2.920     13      3
    2.940     14      2
    2.960      9      2
    2.980     13      1
    3.000     11      1
    3.020     15      2
    3.040      9      1
    3.060     12      1
    3.080     13      2
    3.100     14      2
    3.120     13      1
    3.140     10      1
    3.160     19      2
    3.180     11      1
    3.200     10      1
    3.220     11      0
    3.240     11      0
    3.260     10      0
    3.280     12      0
    3.300     14      2
    3.320     11      0
    3.340     13      2
    3.360     13      0
    3.380     12      0
    3.400     14      1
    3.420     13      1
    3.440      8      1
    3.460      9      3
    3.480      6      1
    3.500     12      2
    3.520     13      2
    3.540     13      4
    3.560     12      0
    3.580     15      1
    3.600      7      1
    3.620     13      2
    3.640     12      0
    3.660     13      2
    3.680     14      0
    3.700      9      1
    3.720     12      1
    3.740     15      2
    3.760     13      1
    3.780     13      0
    3.800     11      2
    3.820     13      0
    3.840     11      0
    3.860      8      0
    3.880     10      1
    3.900     11      3
    3.920     12      0
    3.940      8      1
    3.960      6      1
    3.980      8      2
    4.000     12      0
    4.020     12      1
    4.040      9      1
    4.060     12      1
    4.080      6      1
    4.100     12      0
    4.120     12      0
    4.140     15      1
    4.160     11      1
    4.180     10      2
    4.200     15      2
    4.220     13      0
    4.240      7      1
    4.260     11      0
    4.280      8      0
    4.300     13      3
    4.320     10      1
    4.340     11      1
    4.360     12      0
    4.380     11      1
    4.400     10      0
    4.420     10      3
    4.440     17      1
    4.460     14      0
    4.480     13      1
    4.500     10      1
    4.520     13      1
    4.540     14      0
    4.560     14      1
    4.580     10      3
    4.600      9      1
    4.620     16      1
    4.640      9      1
    4.660     11      1
    4.680     16      2
    4.700     12      2
    4.720     15      1
    4.740     10      1
    4.760     10      1
    4.780     13      1
    4.800     11      1
    4.820     10      0
    4.840     13      0
    4.860     16      1
    4.880     12      2
    4.900     12      1
    4.920     14      1
    4.940     11      0
    4.960     15      0
    4.980     12      0
    5.000     13      0
    5.020     15      0
    5.040     13      1
    5.060     17      1
    5.080     17      2
    5.100     15      2
    5.120     12      0
    5.140     14      1
    5.160     16      0
    5.180     14      0
    5.200     11      1
    5.220     12      0
    5.240     12      0
    5.260     11      0
    5.280     13      1
    5.300     12      0
    5.320     12      1
    5.340     14      1
    5.360     15      1
    5.380     11      2
    5.400     17      0
    5.420     13      2
    5.440     14      2
    5.460     10      1
    5.480     14      2
    5.500     17      0
    5.520     13      0
    5.540     12      2
    5.560     14      1
    5.580     13      0
    5.600     14      1
    5.620     13      0
    5.640     12      0
    5.660     16      0
    5.680     11      1
    5.700     17      4
    5.720     14      2
    5.740     10      0
    5.760     17      1
