# phi_a(deg) phi_b(deg)  d(Va-Vb)  d(Ca-Cb) psi_VV(deg)   psi_a   psi_b
  79.98274   73.32360   24.32425   15.07907   84.45194   37.55011  -57.25111
  76.52027   70.91001   24.36070   14.89079   80.08124   37.81179  -59.48943
  78.85920   73.18858   24.32492   14.94907   81.29236   34.42514  -54.88960
  79.26198   71.55467   24.46193   14.84970   79.42305   39.23316  -58.93067
  77.25127   72.14104   24.15896   15.06521   82.59877   32.77667  -50.93318
  77.92787   73.04297   24.04861   15.01600   81.90954   32.02889  -53.11322
  79.51319   73.60721   24.41033   15.22431   78.65355   33.96679  -53.61272
  77.53638   71.38857   24.08420   14.97443   78.19901   36.11322  -57.49224
  78.81189   73.92125   24.36634   15.09412   78.62437   30.65744  -49.98864
  77.93466   72.66647   23.98521   15.11783   82.89504   35.10407  -53.95191
  77.34817   72.83952   23.63096   15.05932   81.65175   35.41921  -55.14962
  80.51081   72.64844   24.03040   15.08938   82.73701   35.64866  -57.19356
  77.08673   71.94869   24.55285   15.00197   83.18578   35.15121  -57.40152
  79.69265   71.45944   24.23936   15.21474   82.26226   37.73929  -60.27575
  82.09369   70.51756   24.25485   15.11119   80.95142   39.02916  -59.50199
  80.19015   71.83745   24.14155   15.26181   84.79485   41.59317  -60.91695
  79.17969   72.35381   23.90563   15.29432   83.15620   41.14607  -61.72687
  77.61689   73.28988   24.23362   14.95540   81.94366   39.36991  -58.79961
  81.55701   73.38246   24.40958   14.99986   81.23521   40.52511  -59.05223
  80.78477   72.74167   24.33521   15.10102   80.98001   36.56180  -55.15067
  79.93147   72.05396   24.09474   15.19155   77.11608   37.73627  -57.80085
  79.55692   70.64372   24.26480   15.23684   81.43411   35.64091  -57.31294
  79.49536   72.32937   24.08172   15.07190   82.51402   34.44120  -54.41103
  77.77709   72.02380   23.97017   15.13832   82.48761   33.70049  -53.64717
  79.56457   70.17864   24.39501   15.22727   81.70619   31.23023  -52.59928
  79.47699   71.25063   24.16867   14.98494   80.74609   36.80451  -56.98933
  78.41623   70.21179   24.20777   15.24602   80.33613   37.00266  -58.94864
  79.93653   71.08429   24.13938   15.22795   76.58829   38.72824  -57.86975
  77.90649   72.65570   24.04035   15.22357   81.35233   33.27420  -54.20665
  77.32577   72.36510   23.84741   15.39091   81.21234   30.27709  -48.92106
  77.98724   71.23823   24.22587   15.19508   82.93344   36.40254  -55.80066
  78.92994   72.45617   24.77110   15.07576   79.87905   32.82588  -51.57708
  76.86770   73.06544   24.29395   15.38446   79.02636   29.64448  -49.24484
  78.21309   71.74570   24.36960   15.17666   80.85981   31.96309  -51.32319
  78.70116   71.52403   24.05553   15.44674   81.62402   33.18260  -52.20912
  79.48020   71.69663   23.81594   15.39434   81.60043   31.67906  -51.47382
  77.92636   72.56333   24.30061   15.07388   84.31539   28.48337  -48.23389
  77.16001   72.15821   24.24110   14.92701   82.13079   33.36710  -51.58112
  77.80578   71.13016   24.36807   15.18149   82.86438   31.75658  -51.14938
  78.60146   72.61978   24.37468   15.03567   78.67124   30.71470  -49.67891
  79.59643   73.91515   24.77454   15.04613   78.55564   31.05960  -50.38120
  80.24942   71.47520   24.21656   15.05763   84.18070   30.02148  -50.82017
  77.51348   71.02284   23.96129   14.97186   81.89673   32.89866  -51.77055
  81.04089   72.50526   24.48295   14.98132   83.73630   26.63182  -43.89454
  79.31512   71.34376   23.99538   14.89375   84.22318   30.50360  -49.11418
  82.57476   71.83918   24.06613   14.85062   82.87305   32.13526  -52.65735
  80.40925   70.09931   23.97325   15.32645   80.02669   37.24777  -55.19444
  81.81740   71.68735   24.32016   15.13308   79.15495   38.57154  -55.56261
  81.34633   70.25044   24.16508   15.38211   80.63644   40.53023  -57.88569
  81.24814   70.70085   24.11887   14.88121   80.29033   37.97103  -56.00694
  82.66033   70.70392   24.14844   15.08916   79.21332   35.08228  -51.84429
  83.54206   71.66779   24.30868   15.11938   78.43942   39.37864  -55.43871
  81.69894   70.96471   23.95999   15.13511   80.52583   39.25852  -56.04162
  80.58119   70.17874   24.31324   15.10610   79.17333   37.74908  -56.66553
  81.99329   72.01805   23.78704   15.15352   81.35169   31.12234  -48.08086
  80.05437   71.55936   23.53122   15.18155   80.10837   34.10609  -49.93307
  79.89614   70.61035   23.90077   14.95777   82.27597   35.50701  -56.14301
  80.75618   72.35746   23.89129   14.77544   82.46254   28.18426  -46.43712
  80.90317   70.06478   23.89953   15.25642   77.90664   33.49585  -51.53609
  80.89224   71.34420   24.12751   15.08995   80.68117   33.83642  -51.08929
  80.47210   72.42048   23.75166   15.36801   81.93674   30.46198  -47.82480
  78.15627   73.62847   23.94628   15.12875   80.31731   35.77287  -52.95455
  82.80970   74.72495   24.20343   15.49714   79.88041   29.80401  -45.19572
  78.62383   74.33257   23.87056   15.20358   83.03495   34.44960  -52.70525
  79.21538   73.43339   23.79981   15.14152   84.96143   33.43106  -51.39860
  79.27008   73.78103   23.97660   15.35826   81.27243   34.44374  -52.00150
  80.11924   74.41797   23.93251   15.35498   81.18275   34.55690  -50.07813
  77.44944   72.76291   24.14743   15.14867   82.50115   37.58077  -55.76591
  77.16393   75.92105   24.46371   15.22615   80.56654   34.24947  -50.96957
  78.45645   74.56439   24.47481   15.18138   80.95244   34.91027  -53.71153
  78.11700   75.40492   24.09069   14.95685   78.46196   32.66124  -48.14962
  78.70286   75.50993   24.51462   15.42965   81.79111   33.60322  -52.88991
  79.70832   75.87694   24.52048   15.24647   80.69769   32.93388  -49.83890
  78.94765   72.97532   24.99226   15.25065   80.93148   39.89587  -60.11887
  79.73908   71.48154   24.43935   14.84083   82.19666   40.06103  -58.62030
  81.38281   71.94418   24.39922   14.88624   79.69062   41.29980  -58.69498
  79.60702   72.77536   24.50063   14.88667   79.11320   43.69177  -61.76023
  79.94615   74.77292   23.95036   14.97399   77.76654   39.19977  -57.00469
  78.01241   76.99524   24.26390   15.08657   79.67320   40.71493  -58.03058
  80.60123   76.10119   23.99984   15.07454   76.65328   37.90469  -51.96605
  78.19021   75.93634   24.39848   14.99571   77.31875   36.28348  -52.05023
  80.67826   76.70009   24.47602   15.05731   78.20755   36.07506  -51.33056
  80.96783   77.19868   24.19140   15.11279   77.19268   33.51153  -48.31790
  80.11596   75.92723   24.13746   14.80671   76.97327   36.82519  -51.22267
  81.31733   76.31090   23.75762   15.04653   78.49306   31.75743  -47.78688
  79.15306   77.13093   23.63854   15.32443   81.14535   28.49178  -44.68128
  81.04532   78.50481   23.87954   15.23066   81.04627   34.75455  -51.42641
  81.48798   75.43368   24.13335   14.95350   78.88966   34.94490  -52.23350
  79.59261   74.61812   24.12364   15.35460   81.78079   33.34172  -52.64660
  77.98840   73.83678   23.79758   15.30139   82.17045   37.19625  -57.82492
  78.20276   74.29267   24.13361   15.40742   79.36181   34.28856  -53.64798
  79.30826   72.66104   23.81577   15.24194   79.98723   34.22222  -52.32478
  76.84033   73.67182   23.80970   15.50454   78.85710   33.68809  -52.16165
  75.61585   73.56071   23.49013   15.20201   80.39179   39.64747  -58.04256
  77.27168   74.63382   24.01215   15.38710   80.51353   32.30595  -50.95805
  76.75133   75.13065   24.04631   15.03005   78.15182   33.80948  -51.90806
  79.23876   76.02723   24.01911   15.11642   76.68190   36.19166  -53.45331
  76.98414   76.06724   23.76135   14.98815   80.80368   35.13255  -53.13283
  76.62275   74.62782   23.59538   14.95019   79.08677   38.71629  -56.00394
  77.48213   75.73237   23.62957   15.17483   81.77807   37.59455  -56.31875
  78.07980   72.80472   23.73451   15.46917   79.39847   41.82385  -60.55943
  78.46852   75.36955   24.02278   15.23256   79.13257   41.81947  -61.53855
  78.97741   74.88396   23.73857   15.29746   79.35020   40.03132  -58.83833
  79.96642   74.71525   24.00251   15.32017   78.97229   38.07811  -58.28316
  78.90629   74.59769   24.08758   15.23519   78.64274   39.24227  -58.80964
  79.91541   75.74481   24.08624   15.08176   79.35916   44.70088  -63.32412
  78.42119   75.96198   24.21842   15.23200   80.28167   42.88284  -60.83001
  76.25880   74.13245   23.85721   15.25770   80.62711   40.36259  -60.79374
  77.55394   75.19861   23.86140   15.50152   82.74636   39.60202  -58.30988
  74.41215   76.17806   23.86381   15.18226   82.08731   43.44859  -64.11072
  75.24734   76.02354   23.98076   14.97553   81.21948   40.22015  -62.65519
  74.93648   75.56955   23.86691   15.30044   82.73079   38.80563  -59.85606
  76.86994   75.98252   24.25611   15.27658   85.17336   37.53534  -60.76299
  77.23530   72.61533   23.94888   14.89891   86.88046   42.74795  -65.63187
  78.80200   74.59876   24.11803   15.04556   84.92864   42.35087  -65.01308
  81.18988   76.13031   24.06967   15.52781   80.33299   40.55712  -60.22222
  79.33399   75.45236   23.85056   15.23176   83.77226   36.90608  -58.35337
  81.25137   76.17323   23.95913   15.22980   81.11454   37.57171  -58.71524
  80.00145   74.36021   23.94212   15.13570   83.58834   41.40241  -62.44012
  82.87022   74.98407   23.78847   15.46156   79.59965   42.03251  -61.64135
  77.63552   73.61526   24.11428   15.37302   82.43698   38.90309  -61.45552
  76.93823   74.61655   24.15952   15.27561   81.27669   38.46155  -57.64511
  81.41105   74.35707   23.93440   15.16457   82.80772   42.15870  -61.08771
  81.35213   72.03454   23.93686   15.54988   84.02835   44.67292  -64.81949
  81.87209   72.14150   24.02752   15.56469   85.03515   41.47517  -63.02046
  81.33670   73.56682   23.96049   15.47069   81.30031   38.35638  -57.63720
  80.67258   74.70762   24.18268   15.26735   81.55773   38.03423  -58.15334
  81.14397   72.66369   23.97709   15.54890   79.46979   43.91068  -65.23596
  80.28721   73.73799   24.09261   15.48652   79.49520   41.48432  -64.35713
  81.71618   73.70762   24.50698   15.08395   79.56160   40.72761  -61.41399
  82.06786   74.17289   24.03330   15.01113   78.98618   41.11285  -60.21792
  79.49010   75.28237   23.68311   15.13852   81.63226   40.12877  -59.12386
  78.99711   73.64408   24.16427   14.86530   81.89694   37.89282  -60.47536
  78.12912   73.04858   23.87345   15.56262   80.64606   39.24228  -60.92246
  81.59974   72.69740   24.31385   15.25945   81.92300   42.30071  -61.08286
  80.78811   72.25267   24.18093   15.36027   81.44992   38.32928  -58.26005
  80.26181   72.84419   23.93415   15.36281   84.20479   40.06964  -61.42182
  82.02687   73.44311   24.30101   15.42431   81.01051   36.82870  -57.02270
  80.77832   73.53326   24.44900   15.48909   83.34255   40.83395  -63.16273
  80.71283   73.34257   23.94242   15.53401   82.01532   41.71335  -64.72536
  79.52651   71.86797   23.86780   15.69030   82.26927   43.13173  -66.14844
  79.61320   73.32206   24.02029   15.40044   82.86167   40.57979  -63.60480
  78.75689   71.92467   24.12256   15.59691   82.26087   39.29723  -62.81995
  83.04567   73.16165   23.91127   15.28698   80.69313   40.83851  -62.63020
  79.97982   72.41868   23.77797   15.69111   83.97647   43.21529  -66.66062
  78.32936   69.79281   23.94795   15.21473   86.15410   41.46165  -66.95658
  79.15328   70.73132   24.01127   15.26604   81.53748   45.50078  -67.06264
  79.46088   72.64131   24.45841   15.06050   81.63683   39.09228  -60.54454
  80.74688   73.25253   24.06637   15.70831   84.16257   37.29057  -58.32865
  75.76021   72.89922   24.17812   15.32026   83.35543   41.05401  -63.78444
  77.97197   72.72580   23.86283   15.09839   84.85091   33.08742  -54.10458
  76.99559   71.51115   23.72011   15.55194   84.32180   40.36068  -62.99747
  82.60804   72.32969   24.64016   15.41984   81.14190   40.87596  -61.31465
  82.39110   70.56931   24.28356   15.46710   81.82832   41.69533  -61.85865
  78.98069   72.92106   24.18748   15.25543   81.86022   35.75370  -56.97580
  83.72411   70.43127   24.43699   15.66054   81.24527   41.43055  -61.61141
  80.80752   69.37809   23.76083   15.24475   82.98275   44.10531  -65.35212
  83.91199   73.76484   24.08225   15.36461   79.93843   39.61358  -60.23056
  81.64291   71.78753   23.47445   15.31732   79.63456   43.56026  -65.09207
  83.73629   69.95737   23.74802   15.53698   82.64493   39.20745  -62.08396
  81.53698   70.50032   23.95921   15.42186   79.26789   41.42124  -61.29008
  84.51943   71.33771   23.96042   15.32038   84.53554   38.10364  -59.86624
  85.16580   73.04733   23.91544   15.39615   80.71215   41.23509  -61.61527
  83.26199   70.38740   23.83787   15.50153   84.21426   45.59881  -67.05094
  84.15769   71.01617   23.45806   15.32200   81.70616   44.74148  -67.07039
  83.20001   69.99625   23.90530   15.33951   84.13632   43.69762  -65.91137
  83.28514   71.54996   23.84666   15.18400   81.55482   41.51749  -64.00924
  83.60940   69.80254   23.71742   15.25783   80.08597   45.57772  -67.30455
  84.98575   71.28744   23.66346   15.53470   82.48151   44.21447  -66.13630
  82.52117   70.29319   23.70273   15.19852   80.87757   43.52849  -65.39137
  81.62167   71.48820   23.82698   15.12632   81.88680   42.28252  -63.76077
  84.41328   68.70050   24.08446   15.40736   85.53219   40.47193  -64.11562
  84.41539   70.84570   24.04144   15.29540   82.81878   37.62649  -62.67126
  83.90749   68.32621   23.57037   15.43703   82.96911   43.30849  -66.85200
  83.14363   69.28202   24.02664   15.82518   82.41523   46.40118  -69.72920
  83.65781   69.58664   23.97916   15.45427   80.68040   41.31580  -62.92291
  79.96074   70.38317   23.98549   15.57739   82.76075   40.92158  -64.20642
  84.37378   68.95482   23.81279   15.55454   80.37649   44.99496  -66.54008
  84.20242   71.38830   23.77705   15.40815   82.32946   37.43689  -58.64380
  82.09792   72.46511   23.55054   15.10632   83.28076   40.70113  -61.56920
  84.27470   71.35723   23.72465   15.05467   80.20911   43.01046  -62.81768
  84.38820   72.39605   23.48513   15.51596   81.42873   42.53902  -63.82866
  82.35964   73.17168   23.84955   15.79065   81.60754   40.82669  -61.59427
  82.86812   70.20226   23.98649   15.40134   81.01278   43.00871  -64.10821
  83.41222   71.44778   23.85223   15.33285   80.54044   39.30208  -58.84577
  83.21116   71.36388   23.88099   15.25829   80.82797   37.47403  -60.35781
  81.81892   70.29441   24.13759   15.33087   81.71118   40.07177  -62.54211
  81.66428   71.17088   23.50619   15.34489   80.07546   41.12909  -63.16905
  84.44345   70.90302   23.71654   15.06260   81.37140   42.67880  -65.69828
  80.18735   71.69762   23.83452   15.17077   81.80862   42.12175  -66.40206
  82.73653   70.91253   23.75370   15.38304   80.17453   43.80908  -64.82819
  83.82818   71.02480   23.63933   15.35006   82.52726   43.35947  -64.54022
  81.96191   72.00196   23.91348   15.25188   79.62902   46.93707  -67.67474
  81.72086   70.45011   23.79249   15.28391   81.19563   42.15602  -64.50974
  80.79398   68.57593   23.66826   15.32867   85.54199   43.50608  -67.72559
  82.60949   70.52916   24.14816   15.15193   80.63581   43.88060  -69.55003
  78.84996   70.05833   23.59386   15.42567   79.80786   44.68646  -69.31891
  80.21299   70.61694   23.68528   15.47945   83.65622   44.21642  -67.70187
  79.76743   70.58834   23.89653   15.37916   85.91464   44.21093  -69.28511
  81.84720   71.29249   23.92638   15.20098   81.76355   45.54803  -68.84252
  81.57071   70.17162   23.75105   15.38338   82.80189   43.30501  -65.56866
  82.53736   71.42146   24.19278   15.48660   83.26467   43.64134  -66.66907
  78.08686   70.05471   23.71079   15.43358   79.90697   42.48748  -64.92107
  80.47677   69.74646   24.07822   15.22985   83.14518   43.64726  -66.24474
  82.62938   70.91416   23.89098   15.31098   77.88363   39.31444  -59.95992
  79.90323   69.74414   24.02659   15.17751   80.40977   43.18182  -66.00463
  80.75842   68.65104   23.50395   15.44324   80.86117   42.53610  -66.73276
  82.11801   70.63953   23.78128   15.20739   78.65974   44.60995  -64.64888
  79.93563   72.73273   24.13968   15.44973   75.95343   38.14384  -57.54226
  79.27460   71.33843   24.00304   15.19887   76.72501   43.25305  -62.61292
  79.66344   71.21059   23.62065   15.17333   78.11638   36.45365  -56.54926
  78.11532   71.69950   23.73027   15.01006   83.64054   35.24855  -57.40823
  77.94788   70.65547   23.54362   15.01962   83.62759   37.86267  -61.31415
  79.94173   72.36556   23.92164   15.24826   82.86791   38.28020  -61.82976
  79.58263   71.68097   23.77758   15.24573   82.93877   41.55152  -63.74148
  79.61012   70.07310   24.31038   15.24231   82.33009   44.87044  -67.31657
  78.16532   72.05820   24.00679   15.31122   81.19534   35.91824  -58.05827
  80.57583   72.38043   23.70951   15.21921   81.62061   40.58037  -60.27279
  79.97543   73.85481   24.11549   15.32424   82.80936   42.31717  -61.59694
  77.49612   73.18706   23.70753   15.35159   83.32188   33.78415  -54.79476
  78.24243   72.83386   23.81408   15.27534   84.49177   35.97508  -57.64917
  79.69376   70.75901   23.35030   15.22700   85.64297   40.16677  -62.25039
  83.77867   71.37580   23.59435   15.39820   81.33014   41.51005  -63.36679
  81.51168   72.47587   23.77807   15.16972   81.81534   38.31214  -60.49250
  82.21612   72.08156   24.00539   15.18639   85.05899   38.34109  -58.64960
  83.66832   71.51460   23.92036   15.45681   83.07931   40.87170  -59.95876
  84.55081   71.03035   23.77765   15.30466   81.64912   42.14002  -63.42763
  82.87715   71.44146   24.22078   15.24497   80.95469   44.46103  -66.56491
  82.03199   70.19248   24.01142   15.49785   83.00909   42.71571  -66.43157
